Name,Tags,Read,Authors,Ranking,Created,URL,Remarques,Durée,Date
"A Simple Map for Innovation at Scale | by BCG Henderson Institute | Oct, 2022 | BCG Henderson Institute",Innovation,No,Steve Blank,,"October 27, 2022 6:16 PM",https://bcghendersoninstitute.com/a-simple-map-for-innovation-at-scale-de6b80c526b2,,271,
Relevez le défi de l’innovation de rupture | Philippe Silberzahn,Innovation,No,Philippe Silberzahn,,"October 27, 2022 6:10 PM",https://philippesilberzahn.com/ouvrages/relevez-le-defi-innovation-de-rupture/,,271,
Quelle stratégie pour votre entité innovation de rupture? | Philippe Silberzahn,Innovation,No,Philippe Silberzahn,,"October 27, 2022 6:09 PM",https://philippesilberzahn.com/2020/02/10/quelle-strategie-pour-votre-entite-innovation-de-rupture/,,271,
Automotive Nouveau monde,,No,,,"October 27, 2022 2:50 PM",https://youtu.be/kRuF9uQSh9M,,271,
"Renault numérise l'ensemble de ses processus, de la formation à la livraison des véhicules","DIGITAL, Data",Yes,,5-Stars,"October 27, 2022 8:45 AM",https://www.usine-digitale.fr/article/renault-numerise-l-ensemble-de-ses-processus-de-la-formation-a-la-livraison-des-vehicules.N2060162#xtor=EPR-4&email=vmarcade@leading.fr,"Illustration usage si digitalisation data ",272,
SI Moderne = Produits + Plateforme + Données,"DIGITAL, Data",Yes,,3-Stars,"October 26, 2022 3:18 PM",https://www.wenvision.com/si-moderne-produits-plateforme-donnees/,,272,
What is planet-centric design?. Four ways to move from human-centered… | by Samuel Huber | Goodpatch Global | Medium,"Innovation, Sustainability",Yes,,5-Stars,"October 26, 2022 3:16 PM",https://medium.com/goodpatch-global/what-is-planet-centric-design-8d1754b52fba,,272,
ElectricDrives | Foxconn (Hon Hai Technology Group) unveils two prototype electric vehicles (EVs),EV ARTICLE,Yes,,4-Stars,"October 25, 2022 9:17 PM",https://electricdrives.tv/ev-biz/foxconn-hon-hai-technology-group-unveils-two-prototype-electric-vehicles-evs/,,273,
How to Talk Data Readiness,"DIGITAL, Data",,,,"October 25, 2022 10:24 AM",https://www.ntconcepts.com/how-to-talk-data-readiness/,,274,
Checklist: 5 Key Dimensions to Data Readiness,"DIGITAL, Data",,,,"October 25, 2022 10:19 AM",https://tealium.com/resource/fundamentals/data-readiness-for-ml-checklist/,,274,
Data Readiness Levels: Turning Data from Palid to Vivid,"DIGITAL, Data",,,,"October 25, 2022 10:18 AM",https://inverseprobability.com/2017/01/12/data-readiness-levels,,274,
Data Readiness Report,"DIGITAL, Data",,,,"October 25, 2022 9:54 AM",,,274,
Renewable - Decarbonisation,,,,,"October 24, 2022 4:21 PM",,,274,
Opinion | Pour un plan de sobriété automobile | Les Echos,EV ARTICLE,Yes,,,"October 24, 2022 12:05 PM",https://www.lesechos.fr/idees-debats/cercle/opinion-pour-un-plan-de-sobriete-automobile-1871737,Sobriété - rallongement vie véhicule - retrofit - vehicle occasion,274,
What the top innovators get right,Innovation,,,,"October 24, 2022 9:56 AM",https://www.strategy-business.com/feature/What-the-Top-Innovators-Get-Right?utm_medium=email&_hsmi=230531324&_hsenc=p2ANqtz-_0KGtszlOuPATeBUpFNowPyGeqmBXGDVtObJIJgTjAebLZM4pPd1ZKRoJP4RON5reMveCo2ItglO0vHhH-05cULbqnCDZsg1htpZo76Dryq99k9e4&utm_content=230531324&utm_source=hs_email,,275,
Pourquoi votre entité innovation de rupture ne va nulle part,Innovation,Yes,,4-Stars,"October 24, 2022 8:44 AM",https://philippesilberzahn.com/2022/10/24/pourquoi-votre-entite-innovation-de-rupture-ne-va-nulle-part/,,275,
Venture Design,Innovation,,,,"October 23, 2022 7:40 PM",,,275,
"Les interviews du Mondial 2022 - Michel Forissier (Valeo): ""la mobilité, c'est la vie""",,,,,"October 22, 2022 9:34 AM",https://www-caradisiac-com.cdn.ampproject.org/c/s/www.caradisiac.com/amp/les-interviews-du-mondial-2022-michel-forissier-valeo-la-mobilite-c-est-la-vie-198682.htm,,277,
Design thinking for circular economy | Intesa Sanpaolo,"Innovation, Sustainability",Yes,,3-Stars,"October 19, 2022 7:17 PM",https://group.intesasanpaolo.com/en/editorial-section/events-and-projects/projects/innovation/2022/10/design-thinking-makes-circular-economy-reality,,279,
"Changement : cessez de vouloir convaincre, donnez plutôt envie, Management",,,,,"October 19, 2022 7:02 PM",https://business.lesechos.fr/entrepreneurs/management/0702386569620-changement-cessez-de-vouloir-convaincre-donnez-plutot-envie-349622.php,,279,
PSSI — Guide d’élaboration de politiques de sécurité des systèmes d’information | Agence nationale de la sécurité des systèmes d'information,,,,,"October 19, 2022 4:37 PM",https://www.ssi.gouv.fr/guide/pssi-guide-delaboration-de-politiques-de-securite-des-systemes-dinformation/,,279,
Venture Capital’s 3 Markets,,Yes,,5-Stars,"October 17, 2022 5:53 PM",https://www.linkedin.com/posts/lukemostert_venture-capitals-3-markets-one-of-the-biggest-activity-6987698335864213504-vV9b?utm_source=share&utm_medium=member_desktop,,281,
Creativity And Imagination Are Leadership Skills For Work Transformation: IDEO Co-CEO,,,,,"October 17, 2022 5:45 PM",https://www.forbes.com/sites/janinemaclachlan/2022/10/12/creativity-and-imagination-are-leadership-skills-for-work-transformation-ideo-co-ceo/?sh=575308af48aa,,281,
What to read to lead,,,,,"October 17, 2022 5:34 PM",https://www.mckinsey.com/featured-insights/mckinsey-guide-to-managing-yourself/what-to-read-to-lead,,281,
Next Lab Help,,,,,"October 17, 2022 4:39 PM",https://solvenexthelp.zendesk.com/hc/en-us,,281,
Juxtly — Solve/Next,,,,,"October 17, 2022 4:39 PM",https://solvenext.com/juxtly,,281,
"Livre : ""Dragon tactics"" ou les clés du management chinois",,,,,"October 16, 2022 3:04 PM",https://asialyst.com/fr/2022/10/15/chine-livre-dragon-tactics-cles-management-chinois/,,282,
"Flotte vélo la Poste ",Video,,,,"October 14, 2022 7:39 AM",https://youtu.be/IJ-w8T3Z1_s,,285,
"A Strategic Hedge For National Security With The Small, The Agile, And The Many",,,,,"October 12, 2022 9:06 PM",https://www.forbes.com/sites/heatherwishartsmith/2022/10/11/a-strategic-hedge-for-national-security-with-the-small-the-agile-and-the-many/amp/,,286,
"Fin des concessions, fin des remises : ce qui vous attend prochainement chez certaines marques",,,,,"October 12, 2022 5:42 PM",https://www.automobile-magazine.fr/toute-l-actualite/article/36083-fin-des-concessions-fin-des-remises-ce-qui-vous-attend-prochainement-chez-certaines-marques,,286,
GM Launches an 'Energy Ecosystem' – What It Will Do for EV Owners,EV ARTICLE,Yes,,,"October 11, 2022 6:20 PM",https://www.caranddriver.com/news/a41572989/gm-energy-services-what-that-means-ev-owners/,,287,
"Nouvelle série. Dans les coulisses d’une démarche d’innovation de services | by Ronan Désérable | MAIF Data Design Tech etc. | Oct, 2022 | Medium",,,,,"October 11, 2022 1:28 PM",https://medium.com/maif-data-design-tech-etc/nouvelle-s%C3%A9rie-dans-les-coulisses-dune-d%C3%A9marche-d-innovation-de-services-b7f4cba7209e,,287,
"To Get Employees Back to the Office, Address These 4 Frictions",,,,,"October 11, 2022 12:19 PM",https://insight.kellogg.northwestern.edu/article/employees-return-office-4-frictions,,287,
"Le fabricant de l’iPhone dévoile un SUV électrique compact, concurrent de la Renault Megane E-Tech",EV ARTICLE,Yes,,,"October 11, 2022 9:55 AM",https://www.frandroid.com/produits-android/automobile/voitures-electriques/1499094_le-fabricant-de-liphone-devoile-un-suv-electrique-compact-concurrent-de-la-renault-megane-e-tech,,288,
Starbucks will pilot EV charging stations in its parking lots,EV ARTICLE,Yes,,,"October 11, 2022 8:29 AM",https://www.fastcompany.com/90730929/starbucks-wants-to-become-the-gas-station-of-the-future-for-evs,,288,
"Circular economy Innovation Model study ",Innovation,No,,,"October 6, 2022 4:02 PM",https://pdf.sciencedirectassets.com/271733/1-s2.0-S0040162522X00103/1-s2.0-S0040162522005972/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDYaCXVzLWVhc3QtMSJIMEYCIQDk%2BydKIIHhfpt1uscJFuJDjEXvDs7foy4cll%2BSbhXWQgIhAJ7oBR7xR5QnHwGCLjYR%2FC%2FdUK42ZOuU61VjTVk1BFSxKtUECO7%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgyIhFCDqh861p2vau0qqQTzq2VbxKxsqklsGcHe0KCLJaRPNaPJ2skmb%2F4g6SEHiSI0EpXyXQzkMuvKRm812sn1GJHeXtRJqROj5yXGC%2BHzQucO8vMNpR3Tniis4aG%2BfPyiKngVUm8HzEgxa%2BNhsDfz6WYgnaKXAm9Tio5DgYCtTwgFpSTge7kZ7kzj10YZW3jtT4GCOCI56lANUPomS0ixCM4Cxk5ZgB9ynlPS4le9cocKwup65rUOgmpH091%2FDLEaEP%2Bq2klh5M5WDwQfkUoh8Yzy4%2FI3WiLCmnTEXNpt%2Fxklma%2BVKWzyomSKOig3JSpsgesGecacmiUNd1VADmaq1xsBr0%2FqbFDQ%2BgQiYS59x%2BJqte8VJpNT1n9%2By4TJlkum5AbXXj%2F%2Ba%2BuIpVZMHTixSliW%2Flk2Dn0%2BcI0S153HPDbmyHJCwNs1wGujajHqX9nPfWmPPHr8pY%2B6eY0FUe1Y7985%2FTv8DiE%2BZi4Zbz8A7eJYKz9uKFGjFu1Mf%2FAOHlQ%2FfL5k4znDb1yDpGWUAvu%2B3hOVWlCoUp%2FRjBUKACTks6sGmgSRNA%2FEomlHNiVAdx6xT1wDfO4HMHBl%2FIrtNbTSKp06M9fTTNlFPUgg6MVyOHqkMARXSSGmdbBjG03ANCcHpR2K4UmVmEwf7JGat02T3MmBAD5eDZr0auXUnkhs3lsOCwMSmCl9piCCC3XqtyA0abI83KmptmOlb%2FeJ5VpieO9akMUpus6jUa2Ak36MVAmfL7UEKRyRMKKm%2B5kGOqgBWNZ0xkOKX64vgUoXjQCy%2Bn%2Bz19%2BTrlw1P2GRQVh2fwXC0CWf9UCO6lkQh19cyWGglZnifDmidAHQBUaElJ1LXZgqBZihT4kY7S869raNF0%2BEpOaLZsagqbdDcOu6A30fDNh79L81K%2BcNMrEi8wgyStrfMRDHy%2BFKw7WYugIgsycAhAmBO6J%2BVuXwNECPHc%2BSCMAIFAizeeUN6RLbP8JtXw21UH%2FImeoQ&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20221006T140204Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYY3NMU35O%2F20221006%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=55074d2c8b43a087144efbd5ec15110f7b049124ddb6c5efcf521eaa0846f87a&hash=a0b6de32e4c8c5688be005b3c27e71d36b3081e1863f931a39976d3cedb5afce&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0040162522005972&tid=spdf-c5fd9560-6be9-4c84-8394-79a251b97f6d&sid=a6b5eebe556157401e69b3d25f445782e4begxrqb&type=client&download=true&ua=5653530a00020d5754&rr=755eeec32b29d4f6,,292,
Strategy-Making in Turbulent Times,,No,HBR,,"October 6, 2022 3:49 AM",https://hbr.org/2022/09/strategy-making-in-turbulent-times,,293,
"Carlos Tavares : ""Notre pays est fondamentalement autophobe""",EV ARTICLE,Yes,,,"October 5, 2022 7:15 AM",https://www.automobile-magazine.fr/toute-l-actualite/article/36000-carlos-tavares-notre-pays-est-fondamentalement-autophobe.amp,,294,
Évolution des mobilités dans le Grand Paris,,No,,,"October 4, 2022 1:07 PM",https://www.apur.org/fr/nos-travaux/evolution-mobilites-grand-paris-tendances-historiques-evolutions-cours-emergentes,,294,
"EV battery manufacturing: Local production of EV battery resolving major challenges to make India global export hub: Report, Auto News, ET Auto",EV ARTICLE,No,,,"October 4, 2022 11:01 AM",https://auto.economictimes.indiatimes.com/news/auto-components/local-production-of-ev-battery-resolving-major-challenges-to-make-india-global-export-hub-arthur-d-little-report/94505618,,295,
🚀 Su$tainable Mobility: Is Tesla’s Supercharger Flywheel Entering Hyperdrive?,,No,,,"October 3, 2022 1:27 AM",https://alexmitchell.substack.com/p/sutainable-mobility-is-teslas-supercharger,,296,
Act Like a Scientist,,No,,,"October 2, 2022 3:59 AM",https://hbr.org/2022/05/act-like-a-scientist,,297,
Job to be done  - Milkshake,"Innovation, Video",Yes,Clayton Christensen,5-Stars,"October 1, 2022 4:40 PM",https://youtu.be/flKcN2x50rw,,297,
Podcast: Got a Great Idea? Here's How to Get People on Board.,"Innovation, Podcast",No,,,"September 29, 2022 9:53 AM",https://insight.kellogg.northwestern.edu/article/podcast-got-a-great-idea-heres-how-to-get-people-on-board,,300,
What is product lifecycle management (PLM)? | SAP Insights,,,,,"September 29, 2022 3:39 AM","https://www.sap.com/insights/what-is-product-lifecycle-management.html#:~:text=In%20an%20age%20where%20innovation,a%20faster%20time%20to%20market.",,300,
Sébastien Bohler : « L'humanité est devenue psychopathe » | Les Echos,,,,,"September 25, 2022 6:13 AM",https://www-lesechos-fr.cdn.ampproject.org/c/s/www.lesechos.fr/amp/1848813,,304,
Why Your Company Needs An Innovation Project Leader,,,,,"September 24, 2022 8:40 PM",https://www.bmnt.com/post/why-your-company-needs-an-innovation-project-leader,,304,
HBR's 50 Best-Selling Articles,,,,,"September 24, 2022 9:35 AM",https://hbr.org/top-50-articles,,305,
Mapping the Unknown -- The 10 Steps to Map Any Industry,,,,,"September 24, 2022 9:25 AM",https://www.linkedin.com/pulse/mapping-unknown-10-steps-map-any-industry-steve-blank,,305,
Le syndrome du canard: comment les organisations en déclin s’habituent à la médiocrité | Philippe Silberzahn,,,,,"September 19, 2022 3:09 PM",https://philippesilberzahn.com/2022/09/19/le-syndrome-du-canard-comment-les-organisations-en-declin-s-habituent-a-la-mediocrite/,,309,
Synthese Sensory,Sensory,,GREG,,"September 15, 2022 12:14 PM",https://www.figma.com/file/BnksFwDxIeC611Ktbm44HU/Sensory?node-id=0%3A1,,313,
Uniqlo x Toray,Sensory,Yes,,4-Stars,"September 15, 2022 12:13 PM",https://www.toray.com/global/story_newspicks/newspicks_09.html,,313,
EDF Open Innovation,Innovation,,,5-Stars,"September 14, 2022 5:42 PM",,,314,
Steve Blank: Reinventing entrepreneurship | David Lancefield,,,,,"September 13, 2022 10:53 AM",https://davidlancefield.com/podcast/steve-blank-reinventing-entrepreneurship/,,316,
Taste & Wellbeing | Givaudan,Sensory,Yes,,,"September 13, 2022 10:24 AM",https://www.givaudan.com/taste-wellbeing,,316,
How can you get people to say yes to your CVC innovation ideas? | Sifted,"Innovation, People",Yes,,4-Stars,"September 13, 2022 10:15 AM",https://sifted.eu/articles/loran-nordgren-innovation-cvc/,,316,
Optimization of texture of protein based products | RISE,Sensory,Yes,,3-Stars,"September 12, 2022 3:46 PM",https://www.ri.se/en/what-we-do/expertises/optimization-of-texture,,316,
Only an Ecosystem Can Solve Last-Mile Gridlock in Package Delivery | BCG,,,BCG,,"September 12, 2022 2:29 PM",https://www.bcg.com/publications/2021/solving-the-package-delivery-system-problems-with-a-new-ecosystem,,316,
"The Most Commonly Cited Barriers to Innovation in Large Companies? Internal Politics
",Innovation,Yes,,4-Stars,"September 7, 2022 1:38 PM",https://flip.it/AMmplN,,321,
New textures & sensory experiences - Evonik Industries,Sensory,,,,"September 6, 2022 12:02 PM",https://personal-care.evonik.com/en/products-solutions/totm/new-textures-and-sensory-experiences-155905.html,,322,
Why texture and sensory analysis are essential,Sensory,Yes,Gattefossé,2-Stars,"September 6, 2022 12:01 PM",https://www.cosmeticsbusiness.com/news/article_page/Why_texture_and_sensory_analysis_are_essential/169206,,322,
"Multi-Sensory Innovation: Why It Matters, Is Growing And 9 Ways To Excel",Sensory,,,,"September 6, 2022 11:35 AM",https://www.forbes.com/sites/michellegreenwald/2016/02/17/multi-sensory-innovation-why-it-matters-is-growing-and-9-ways-to-excel-2/?sh=4395ca0650e6,,322,
Food Texture Design in an Innovation Process - YouTube,Sensory,Yes,,,"September 2, 2022 4:48 PM",https://www.youtube.com/watch?v=MhUCbeMrv-s,,326,
"Texture trends and innovation: Modifying mouthfeel, engaging the senses and making visual statements",Sensory,Yes,,3-Stars,"September 2, 2022 4:41 PM",https://www.foodingredientsfirst.com/news/texture-trends-and-innovation-modifying-mouthfeel-engaging-the-senses-and-making-visual-statements.html,,326,
Tout savoir sur les différentes formes galéniques cosmétiques,Sensory,,,,"September 2, 2022 3:53 PM",https://www.biotyfullbox.fr/cosmetique-bio/actualite-bio/differentes-formes-galeniques-cosmetiques/,,326,
"La culture de l’innovation, indispensable à l’ère de la transformation numérique","DIGITAL, Innovation, Intrapreneurship",Yes,,2-Stars,"August 29, 2022 6:05 PM",https://siecledigital.fr/2022/08/24/la-culture-de-linnovation-indispensable-a-lere-de-la-transformation-numerique/,,330,
How to Do Strategic Planning Like a Futurist,,,,,"August 29, 2022 2:20 PM",https://hbr.org/2019/07/how-to-do-strategic-planning-like-a-futurist,,330,
4 Ways for Your CTO to Drive Innovation in a Company – BRINK – Conversations and Insights on Global Business,,,,,"August 19, 2022 4:17 PM",https://www.brinknews.com/4-ways-for-your-cto-to-drive-innovation-in-a-company/,,340,
TechnoVision 2022 – dive into automotive innovation,,,,,"August 16, 2022 9:50 AM",https://www.capgemini.com/in-en/technovision-editions/technovision-2022-dive-into-automotive-innovation/?utm_source=linkedin_automotive&utm_medium=social&utm_content=automotive_grouporganic_video_report_report&utm_campaign=Auto_technovision2022_auto,,344,
Beyond Startups — Using Lean to Solve Real-World Problems,,,,,"August 14, 2022 3:01 PM",https://www.bmnt.com/post/beyond-startups-using-lean-to-solve-real-world-problems,,345,
"Le général Burkhard décrit ""l'armée dont la France a besoin"" pour les années à venir - Zone Militaire",,,,,"August 5, 2022 11:26 AM",http://www.opex360.com/2022/08/04/le-general-burkhard-decrit-larmee-dont-la-france-a-besoin-pour-les-annees-a-venir/,,355,
Web3 Culture Study,,,,,"August 5, 2022 9:59 AM",,,355,
"Metaverse Reality Check: Should You Care, And Opportunities You Can Grab | by BCG Digital Ventures - Part of BCG X | BCG Digital Ventures | Jun, 2022 | Medium",DIGITAL,No,,,"August 3, 2022 4:28 PM",https://medium.com/bcg-digital-ventures/metaverse-reality-check-should-you-care-and-opportunities-you-can-grab-a999aadab7a0,,356,
10 Killer Best Practices For Scrum in Microsoft Teams and Planner,"Innovation, MANAGEMENT",No,,,"August 3, 2022 3:21 PM",https://www.avepoint.com/blog/manage/scrum-microsoft-teams-planner,,356,
The New New Product Development Game,"Innovation, MANAGEMENT",No,,,"August 3, 2022 3:20 PM",https://hbr.org/1986/01/the-new-new-product-development-game,,356,
Quiet People in Meetings Are Incredible | by Tim Denning | Ascent Publication,MANAGEMENT,No,,,"July 25, 2022 5:50 PM",https://medium.com/the-ascent/quiet-people-in-meetings-are-incredible-7bb05ef9acd1,,365,
Employee engagement is out. This is the new goal,,No,,,"July 25, 2022 11:45 AM",https://www.fastcompany.com/90768691/employee-engagement-is-out-this-is-the-new-goal?partner=rss&utm_campaign=58b4354cdc97a54d54009d15&utm_content=62d55d933ae43c0001c70c50&utm_medium=smarpshare&utm_source=linkedin,,365,
🧁 Dealing with the paradox of choice in innovation,,No,,,"July 25, 2022 9:05 AM",https://www.icopilots.com/the-paradox-of-choice-in-innovation/,,366,
"🦄 Can Porsche launch startups, and should they?","Innovation, MOBILITY",Yes,,2-Stars,"July 25, 2022 8:10 AM",https://www.icopilots.com/can-porsche-make-startups-and-should-they/,,366,
"🚘 Subscriptions in cars, a long, messy story",MOBILITY,Yes,,4-Stars,"July 25, 2022 8:05 AM",https://www.icopilots.com/subscriptions-in-cars-a-long-messy-story/,,366,
"Heriberto Diarte, head of SE Ventures: How to set up a CVC fund the right way",,No,,,"July 23, 2022 12:17 PM",https://sifted.eu/articles/schneider-electric-heriberto-diarte/,,367,
Facilitating radical innovation through secret technology‐oriented skunkworks projects: Implications for human resource practices - Oltra - 2022 - Human Resource Management Journal - Wiley Online Library,"Innovation, MANAGEMENT",No,Donada,,"July 22, 2022 8:34 AM",https://onlinelibrary.wiley.com/doi/full/10.1111/1748-8583.12397,,369,
"Innovation Défense ",,No,,,"July 22, 2022 6:58 AM",https://www.defense.gouv.fr/sites/default/files/aid/DrOID%202022.pdf,,369,
Build leaders faster — share the ambiguity - by Ami Vora,MANAGEMENT,Yes,,3-Stars,"July 21, 2022 10:03 AM",https://amivora.substack.com/p/build-leaders-faster-share-the-ambiguity,,370,
IBM a mis 20 ans à nous protéger d'une menace quantique qui n'existe pas encore,,No,,,"July 18, 2022 9:59 AM",https://www.01net.com/actualites/ibm-a-mis-20-ans-a-nous-proteger-dune-menace-quantique-qui-nexiste-pas-encore.html,,373,
"Stanley Robotics : Stan, le robot voiturier qui gare votre véhicule",,No,,,"July 17, 2022 1:47 PM",https://www.sixt.fr/magazine/future-mobility/stanley-robotics/,,373,
Recovery and waste management - SUEZ Group,,No,,,"July 12, 2022 12:46 PM",https://www.suez.com/en/our-offering/local-authorities/what-are-you-looking-for/recovery-and-waste-management,,378,
Quel système productif sous nos yeux ? - marché design ...,,No,,,"July 7, 2022 2:01 PM",https://xd.ademe.fr/blog/quel-systeme-productif-sous-nos-yeux,,383,
Stop Wasting People’s Time with Meetings,,No,,,"July 7, 2022 10:51 AM",https://hbr.org/2022/03/stop-wasting-peoples-time-with-bad-meetings,,384,
Steve Blank: Reinventing entrepreneurship | David Lancefield,,No,,,"July 7, 2022 10:50 AM",https://davidlancefield.com/podcast/steve-blank-reinventing-entrepreneurship/,,384,
"In The Innovation Game, The Best Ideas Start With The Right Problem",,No,,,"June 26, 2022 10:05 AM",https://www.bmnt.com/post/in-the-innovation-game-the-best-ideas-start-with-the-right-problem,,395,
"Open innovation, la définition de Valeo",Innovation,Yes,VALEO,3-Stars,"June 21, 2022 9:50 PM",https://bigmedia.bpifrance.fr/news/open-innovation-la-definition-de-valeo?utm_campaign=603d347269820100011217f0&utm_content=62a8a0e1a439eb0001a74db7&utm_medium=smarpshare&utm_source=linkedin,,399,
The future of urban mobility | Micromobility | BCG,,No,,,"June 21, 2022 1:54 PM",https://www.bcg.com/publications/2022/the-future-of-urban-mobility,,399,
What it's like for a new CTO trying to innovate a company,,No,,,"June 20, 2022 6:15 PM",https://www.fastcompany.com/90760032/what-its-like-for-a-new-cto-trying-to-bring-innovation-to-a-company,,400,
🚙 Une Ami qui vous veut du bien,,No,,,"June 17, 2022 3:23 PM",https://15marches.substack.com/p/-une-ami-qui-vous-veut-du-bien,,403,
Impact - Innovation & Frugalité,"Innovation, Sustainability",Yes,Radjou,5-Stars,"June 16, 2022 5:18 PM",https://www.linkedin.com/posts/naviradjou_impact-innovation-activity-6955788031521890305-lJL-?utm_source=linkedin_share&utm_medium=member_desktop_web,,404,
How Competitive Forces Shape Strategy,Innovation,No,Porter,5-Stars,"June 13, 2022 9:35 AM",https://hbr.org/1979/03/how-competitive-forces-shape-strategy,,408,
Competing on Analytics,,No,,,"June 13, 2022 9:34 AM",https://hbr.org/2006/01/competing-on-analytics,,408,
353: Mastering change - with David Schonthal - Product Mastery Now,"Innovation, MANAGEMENT",No,Schonthal,,"June 11, 2022 9:11 AM",https://productmasterynow.com/blog/353-mastering-change-with-david-schonthal/,,410,
Everything You Ever Wanted to Know about Marketing Communications,FOOD4THOUGHTS,No,Steve Blank,,"June 9, 2022 2:58 PM",https://steveblank.com/2017/04/05/everything-you-ever-wanted-to-know-about-marketing-communications/,,411,
Building a design-driven culture,Design,No,McKinsey,,"June 8, 2022 11:28 AM",https://www.mckinsey.com/business-functions/growth-marketing-and-sales/our-insights/building-a-design-driven-culture,,413,
The future of work after COVID-19,"MANAGEMENT, RemoteWork, Workplace",No,McKinsey,,"June 8, 2022 11:25 AM",https://www.mckinsey.com/featured-insights/future-of-work/the-future-of-work-after-covid-19,,413,
How Can You Build Visibility into a Hybrid Workplace?,"MANAGEMENT, RemoteWork, Workplace",Yes,,2-Stars,"June 7, 2022 3:50 PM",https://hbr.org/2022/06/how-can-you-build-visibility-into-a-hybrid-workplace,,413,
4 Steps to Creating a Strategy in an Uncertain World,,No,,,"June 7, 2022 3:47 PM",https://hbr.org/2022/06/4-steps-to-creating-a-strategy-in-an-uncertain-world,,413,
Lessons for the DoD – From Ukraine and China,"Innovation, Podcast",Yes,Steve Blank,4-Stars,"June 7, 2022 9:07 AM",https://podcasts.apple.com/fr/podcast/steve-blank-podcast/id406567694?i=1000564688436,Lien Commercial Startup / Military Needs. How to speed up Defense Innovation,414,
Le design : levier de performance pour l’entreprise - Forbes France,"Design, Innovation",Yes,,4-Stars,"June 6, 2022 5:08 PM",https://www.forbes.fr/business/le-design-levier-de-performance-pour-lentreprise/,,414,
What does the metaverse mean for the car industry?,"Innovation, MOBILITY",Yes,,4-Stars,"June 6, 2022 4:09 PM",https://360.here.com/metaverse-automotive-industry?cid=Auto-Twitter-MG-0-360blog-&utm_source=Twitter&utm_medium=social&utm_campaign=Online_CommsShare_2022,,414,
La méthode OKR donne-t-elle du sens aux projets d'entreprise ?,MANAGEMENT,Yes,,3-Stars,"June 3, 2022 4:43 PM",https://www.maddyness.com/2022/04/12/la-methode-okr-donne-t-elle-du-sens-aux-projets-dentreprise/,,417,
What the Best Presenters Do Differently,MANAGEMENT,Yes,,4-Stars,"June 3, 2022 4:43 PM",https://hbr.org/2022/04/what-the-best-presenters-do-differently,,417,
"""La multiplication des chefs de projet est une catastrophe managériale majeure"", affirme le sociologue François Dupuy",MANAGEMENT,Yes,,,"June 3, 2022 4:42 PM",https://www.usinenouvelle.com/article/la-multiplication-des-chefs-de-projet-est-une-catastrophe-manageriale-majeure-affirme-le-sociologue-francois-dupuy.N307730,,417,
3 Questions Investors Ask Themselves When Evaluating a CEO,MANAGEMENT,Yes,,,"June 3, 2022 4:42 PM",https://hbr.org/2022/05/3-questions-investors-ask-themselves-when-evaluating-a-ceo,,417,
Balancing Autonomy and Structure for Remote Employees,MANAGEMENT,Yes,,,"June 3, 2022 4:41 PM",https://hbr.org/2022/05/balancing-autonomy-and-structure-for-remote-employees,,417,
L'effondrement de la société prédit par le MIT est en marche,FOOD4THOUGHTS,Yes,,,"June 3, 2022 4:40 PM",https://www.vice.com/fr/article/z3xw3x/leffondrement-de-la-societe-predit-par-le-mit-est-en-marche,,417,
How Will You Measure Your Life?,FOOD4THOUGHTS,Yes,Clayton Christensen,Game-Changing,"June 3, 2022 4:40 PM",https://hbr.org/2010/07/how-will-you-measure-your-life,,417,
"ESG Duds Have Nowhere to Hide, World’s Top Stock Owner Says - Bloomberg",FOOD4THOUGHTS,Yes,,,"June 3, 2022 4:40 PM",https://www.bloomberg.com/news/articles/2021-12-06/esg-duds-have-nowhere-to-hide-world-s-biggest-stock-owner-says,,417,
OperationPowerhouse – Porsche Consulting The Magazine,MOBILITY,Yes,,,"June 3, 2022 4:39 PM",https://magazine.porsche-consulting.com/en/operationpowerhouse/,,417,
"« Le marché auto devrait se contracter de 40 % d’ici à 2050 pour espérer limiter le réchauffement à 2°C », estime Jacques Portalier du Shift Project",MOBILITY,Yes,,,"June 3, 2022 4:39 PM",https://www.usinenouvelle.com/article/le-marche-auto-devrait-se-contracter-de-40-d-ici-a-2050-pour-esperer-limiter-le-rechauffement-a-2-c-estime-jacques-portalier-du-shift-project.N1806062,,417,
IT frugale : et si vous dépensiez mieux ? - Silicon,DIGITAL,Yes,,,"June 3, 2022 4:38 PM",https://www.silicon.fr/dossiers/it-frugale-et-si-vous-depensiez-mieux,,417,
These 5 Principles Will Accelerate Innovation,Innovation,Yes,,4-Stars,"June 3, 2022 4:37 PM",https://www.bmnt.com/post/these-5-principles-will-accelerate-innovation,,417,
